NAMA PEMOHON LELANG/PENJUAL,LOKASI,TAHUN LELANG,NILAI LIMIT,POKOK LELANG,URAIAN BARANG,Merk,Type,Tahun Kendaraan,Isi Silinder,Dok Kepemilikan
Pemprov NTT,Kota Kupang,2023,714000,1385700,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF 100, Tahun Pembuatan 1998, No. Polisi DH 2746 WK, No. Rangka MH1KEVF12WK189670, No. Mesin KEVFE-1185339, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc dalam kondisi rusak berat (BPKB Tidak Ada, STNK Tidak Ada).",Honda,Supra Fit,1998,100,Tidak Ada
Pemprov NTT,Kota Kupang,2023,905000,1500888,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL Pro, Tahun Pembuatan 1992, No. Polisi DH 2060 WK, No. Rangka DD009-08714, No. Mesin DDE-1008732, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 145 cc dalam kondisi rusak berat (BPKB Tidak Ada, STNK Tidak Ada).",Honda,GL Pro,1992,145,Tidak Ada
Pemprov NTT,Kota Kupang,2023,470000,2255999,"1 (satu) unit Sepeda Motor, Merk Honda, Type Win, Tahun Pembuatan 1998, No. Polisi DH 2061 WK, No. Rangka MH11HABA16VK006846, No. Mesin HABAE-1006769, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc dalam kondisi rusak berat (BPKB Tidak Ada, STNK Tidak Ada).",Honda,Win,1998,100,Tidak Ada
Pemprov NTT,Kota Kupang,2023,978000,1666666,"1 (satu) unit Sepeda Motor, Merk Honda, Type Win, Tahun Pembuatan 1998, No. Polisi DH 2057 WK, No. Rangka MHIHABA16WK16WK023373, No. Mesin HABAE-1023452, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc dalam kondisi rusak berat (BPKB Tidak Ada, STNK Tidak Ada).",Honda,Win,1998,100,Tidak Ada
Pemprov NTT,Kota Kupang,2023,425000,2555559,"1 (satu) unit Sepeda Motor, Merk Honda, Type Win, Tahun Pembuatan 1997, No. Polisi DH 2058 WK, No. Rangka MHIHAB00TTK008367, No. Mesin HABE-1008579, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc dalam kondisi rusak berat (BPKB Tidak Ada, STNK Tidak Ada).",Honda,Win,1997,100,Tidak Ada
Pemprov NTT,Kota Kupang,2023,1058000,2299000,"1 (satu) unit Sepeda Motor, Merk Honda, Type Win, Tahun Pembuatan 1998, No. Polisi DH 755 HA, No. Rangka MH1HAB1XVK-018644, No. Mesin HABAE-1018789, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc dalam kondisi rusak berat (BPKB Tidak Ada, STNK Tidak Ada).",Honda,Win,1998,100,Tidak Ada
Pemprov NTT,Kota Kupang,2023,539000,1601000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL, Tahun Pembuatan 1993, No. Polisi DH 3497 WK, No. Rangka MH1KE00PPK008387, No. Mesin KEE-1008422, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc dalam kondisi rusak berat (BPKB Tidak Ada, STNK Tidak Ada).",Honda,GL 100,1993,100,Tidak Ada
Pemprov NTT,Kota Kupang,2023,237000,350999,"1 (satu) unit Sepeda Motor, Merk Suzuki, Type RC 100, Tahun Pembuatan 1999, No. Polisi DH 2263 GW, No. Rangka MHDRC100PXJ349141, No. Mesin E104-ID-572657, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc dalam kondisi rusak berat (BPKB Tidak Ada, STNK Ada).",Suzuki,Crystal,1999,100,STNK
Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,3161000,7109819,"Satu unit kendaraan roda dua , Merk/ Type Honda / GL 15A1D M/T, Jenis Sepeda Motor, Model Solo, Warna Hitam, Tahun 2012, isi silinder 150 cc, Nomor rangka MH1KC2110CK074153, Nomor mesin KC21E1075904, Nomor polisi DH 5790 YU, sebagaimana tercantum di Buku Pemilikan Kendaraan Bermotor (BPKB) Nomor : J-03577509, Surat Tanda Nomor Kendaraan Bermotor (STNK) Nomor : 03403757, atas nama Dinas Koperasi Dan UMKM",Honda,GL Max,2012,150,Tidak Ada
Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,939000,1000009,"Satu unit kendaraan roda dua, Merk Honda, Type NF 100 SL, Jenis SP Motor, Model SPM Solo Tahun 2006, isi silinder 100 cc, Nomor Rangka MH1HB31136K554775, Nomor Mesin HB31E-1549199, dengan Nomor Polisi DH 5275 YU sebagaimana tercantum di Buku Pemilikan Kendaraan Bermotor (BPKB) E Nomor : 8426849 O, Surat Tanda Nomor Kendaraan Bermotor (STNK) Nomor : 03402370, atas nama Dinas Pertanian Perkebunan Dan Kehutanan.",Honda,Supra Fit,2006,100,Tidak Ada
Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1387000,2500999,"Satu unit kendaraan roda dua, Merk Honda, Type NF 100 TD, Jenis Sepeda Motor, Model Sepedamotor Solo, Tahun 2008, isi silinder 100 cc, Nomor Rangka MH1HB61148K587207, Nomor Mesin HB61E-1582644, dengan Nomor Polisi DH 5331 G/DH 5331 YU sebagaimana tercantum di Buku Pemilikan Kendaraan Bermotor (BPKB) F Nomor : 3394266 O, Surat Tanda Nomor Kendaraan Bermotor (STNK) Tidak Dikuasai STNK tidak dikuasai sesuai Surat Pernyataan Nomor : 028/1434.a/BKA5.2 dan tanggal 13 Desember 2022, atas nama Kantor Dinas KKB Kab. Rote Ndao.",Honda,Supra Fit,2008,100,STNK
Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1387000,2100000,"Satu unit kendaraan roda dua, Merk Honda, Type NF 100 TD, Jenis Sepedamotor, Model Sepedamotor Solo, Tahun 2008, isi silinder 100 cc, Nomor Rangka MH1HB61188K588232, Nomor Mesin HB61E-1584494, dengan Nomor Polisi DH 5334 G/DH 5334 YU sebagaimana tercantum di Buku Pemilikan Kendaraan Bermotor (BPKB) F Nomor : 3394269 O, Surat Tanda Nomor Kendaraan Bermotor (STNK) Tidak Dikuasai sesuai Surat Pernyataan Nomor : 028/1434.a/BKA5.2 dan tanggal 13 Desember 2022, atas nama Kantor Dinas KKB Kab. Rote Ndao",Honda,Supra Fit,2008,100,Tidak Ada
Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1387000,3555000,"Satu unit kendaraan roda dua, Merk Honda, Type NF 100 TD, Jenis Sepedamotor, Model Sepedamotor Solo, Tahun 2008, isi silinder 100 cc, Nomor Rangka MH1HB61128K575069, Nomor Mesin HB61E-1570896, dengan Nomor Polisi DH 5335 G/DH 5335 YU sebagaimana tercantum di Buku Pemilikan Kendaraan Bermotor (BPKB) F Nomor : 3394270 O, Surat Tanda Nomor Kendaraan Bermotor (STNK) Tidak Dikuasai sesuai Surat Pernyataan Nomor : 028/1434.a/BKA5.2 dan tanggal 13 Desember 2022, atas nama Kantor Dinas KKB Kab. Rote Ndao. -",Honda,Supra Fit,2008,100,Tidak Ada
Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1387000,2777777,"Satu unit kendaraan roda dua, Merk Honda, Type NF 100 TD, Jenis Sepedamotor, Model Sepedamotor Solo Tahun 2008, isi silinder 100 cc, Nomor Rangka MH1HB61148K588647, Nomor Mesin HB61E-1584140, dengan Nomor Polisi DH 5336 G/DH 5336 YU sebagaimana tercantum di Buku Pemilikan Kendaraan Bermotor (BPKB) F Nomor : 3394271 O, Surat Tanda Nomor Kendaraan Bermotor (STNK) Tidak Dikuasai sesuai Surat Pernyataan Nomor : 028/1434.a/BKA5.2 dan tanggal 13 Desember 2022, atas nama Kantor Dinas KKB Kab. Rote Ndao.",Honda,Supra Fit,2008,100,Tidak Ada
Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1426000,2777777,"Satu unit kendaraan roda dua, Merk Honda, Type NF 100 TD, Jenis SP Motor, Model SPM Solo Tahun 2008, isi silinder 100 cc, Nomor Rangka MH1HB61198K595674, Nomor Mesin HB61E-1592468, dengan Nomor Polisi DH 5337 G/DH 5337 YU sebagaimana tercantum di Buku Pemilikan Kendaraan Bermotor (BPKB) F Nomor : 3394272 O, Surat Tanda Nomor Kendaraan Bermotor (STNK) Tidak Dikuasai sesuai Surat Pernyataan Nomor : 028/1434.a/BKA5.2 dan tanggal 13 Desember 2022, atas nama Kantor Dinas KKB Kab. Rote Ndao. -",Honda,Supra Fit,2008,100,Tidak Ada
Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1126000,3000009,"Satu unit kendaraan roda dua, Merk Honda, Type NF 100 SL, Jenis SP Motor, Model SPM Solo Tahun 2006, isi silinder 100 cc, Warna Biru Putih, Nomor Rangka MH1HB31166K505148, Nomor Mesin HB31E-1506874, dengan Nomor Polisi DH 5032 G/DH 5032 YU sebagaimana tercantum di Buku Pemilikan Kendaraan Bermotor (BPKB) D Nomor : 9842608 O, Surat Tanda Nomor Kendaraan Bermotor (STNK) Tidak Dikuasai sesuai Surat Pernyataan Nomor : 028/1434.a/BKA5.2 dan tanggal 13 Desember 2022, atas nama Dinas Kesehatan Kab. Rote Ndao.",Honda,Supra Fit,2006,100,Tidak Ada
Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1131000,3333333,"Satu unit kendaraan roda dua, Merk Honda, Type NF 100 SL, Jenis Sepedamotor, Model Sepedamotor Solo Tahun 2006, isi silinder 100 cc, Warna Hitam, Nomor Rangka MH1HB31126K512873, Nomor Mesin HB31E-1509942, dengan Nomor Polisi DH 5052 G/DH 5052 YU sebagaimana tercantum di Buku Pemilikan Kendaraan Bermotor (BPKB) D Nomor : 9842628 O, Surat Tanda Nomor Kendaraan Bermotor (STNK) Nomor : 03403042, atas nama Dinas Kesehatan Kab. Rote Ndao.",Honda,Supra Fit,2006,100,Tidak Ada
Kemenag Belu,Belu,2023,250000,250000,"1 (satu) unit Sepeda Motor, Merk Suzuki, Type A 100, Tahun Pembuatan 1982, Nomor Rangka A100-151722, Nomor Mesin A100-725368, Warna Hijau, Bahan Bakar Bensin, Isi Silinder 100 cc, dalam kondisi rusak berat (BPKB dan STNK Tidak Ada)",Suzuki,A 100,1982,100,Tidak Ada
Kemenag Belu,Belu,2023,250000,250000,"1 (satu) unit Sepeda Motor, Merk Suzuki, Type A 100, Tahun Pembuatan 1982, Nomor Polisi DH 5922 M, Nomor Rangka A100-168293, Nomor Mesin A100-840516, Warna Merah, Bahan Bakar Bensin, Isi Silinder 100 cc, dalam kondisi rusak berat (BPKB Tidak Ada dan STNK Ada).",Suzuki,A 100,1982,100,STNK
Kemenag Belu,Belu,2023,250000,250000,"1 (satu) unit Sepeda Motor, Merk Suzuki X-Super, Type A 100, Tahun Pembuatan 1996, Nomor Polisi DH 407 DE, Nomor Rangka MHDA100VXTJ 312016, Nomor Mesin A100-ID-199676, Warna Merah, Bahan Bakar Bensin, Isi Silinder 100 cc, dalam kondisi rusak berat (BPKB dan STNK Tidak Ada).",Suzuki,A 100,1996,100,Tidak Ada
Kemenag Belu,Belu,2023,250000,250000,"1 (satu) unit Sepeda Motor, Merk Suzuki, Type A 100 X, Tahun Pembuatan 1996, Nomor Polisi DH 416 FE, Nomor Rangka MHDA100VXTJ 312080, Nomor Mesin A100-ID-199548, Warna Merah, Bahan Bakar Bensin, Isi Silinder 100 cc, dalam kondisi rusak berat (BPKB Tidak Ada dan STNK Ada).",Suzuki,A 100,1996,100,STNK
Kemenag Belu,Belu,2023,250000,3555559,"1 (satu) unit Sepeda Motor, Merk Honda, Type WIN MCB, Tahun Pembuatan 1997, Nomor Polisi DH 2089 WF, Nomor Rangka MHIHAB00VVK-035917, Nomor Mesin HABE-1034844, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc, BPKB A No. 6362524 O, dalam kondisi rusak berat (BPKB dan STNK Ada).",Honda,WIN MCB,1997,100,STNK
Kemenag Belu,Belu,2023,1500000,4119519,"1 (satu) unit Sepeda Motor, Merk Honda, Type WIN MCB, Tahun Pembuatan 1997, Nomor Polisi DH 2145 YH, Nomor Rangka MH1HABA12VK005001, Nomor Mesin HABAE-1005002, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc, BPKB A No. 6362527 O, dalam kondisi rusak berat (BPKB dan STNK Ada).",Honda,WIN MCB,1997,100,STNK
Kemenag Belu,Belu,2023,250000,1000001,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL.M II, Tahun Pembuatan 1999, Nomor Polisi DH 392 EE, Nomor Rangka MH1UABB18XK003737, Nomor Mesin UABBE1003709, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 125 cc, BPKB A No. 8926903 G, dalam kondisi rusak berat (BPKB Ada dan STNK Tidak Ada).",Honda,GL Max 125,1999,125,BPKB
BPLHK,Kota Kupang,2023,1500000,12277777,"1 (satu) unit Sepeda Motor,Merk Suzuki, tipe TS 125 tahun pembuatan 2003, No. Polisi DH 2095 GW(ex DH 393 KA), No.Rangka. MH8TS125E3J124746, No Mesin. F1031D124840, Warna Putih Hitam, Bahan Bakar Bensin, Isi Selinder 125 CC dalam Kondisi Rusak Berat. (BPKB Ada, STNK Ada)",Suzuki,TS 125,2003,125,BPKB dan STNK
BPLHK,Kota Kupang,2023,1500000,10277777,"1 (satu) unit Sepeda Motor,Merk Suzuki, tipe TS 125 tahun pembuatan 2003,No.Polisi DH 2173 AW(ex DH 395 KA), No.Rangka. MH8TS125E3J124746,No Mesin.F1031D124840, Warna Putih Hitam, Bahan Bakar Bensin, Isi Selinder 125 CC dalam Kondisi Rusak Berat.(BPKB Ada, STNK Ada)",Suzuki,TS 125,2003,125,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1803000,2550101,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Supra X (NF125TD), Tahun Pembuatan 2010, Nomor Polisi EB 4098 WT, Nomor Rangka MH1JB8119AK551998, Nomor Mesin JB81E-1547312, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 125 CC, Nomor BPKB G No 3522672 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,Supra X,2010,125,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1451000,2101010,"1 (satu) unit Sepeda Motor, Merk Yamaha, Tipe Jupiter Z (30C), Tahun Pembuatan 2009, Nomor Polisi EB 582 BD, Nomor Rangka MH330C0029J682310, Nomor Mesin 30C-682312, Warna Putih (eks Merah hitam), Bahan Bakar Bensin, Isi Silinder 110 CC, Nomor BPKB G No 1096295 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Yamaha,Jupiter Z,2009,110,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1153000,2099999,"1 (satu) unit Sepeda Motor, Merk Yamaha, Tipe Jupiter Z (30C), Tahun Pembuatan 2009, Nomor Polisi EB 576 BD, Nomor Rangka MH330C0029J682389, Nomor Mesin 30C-682389, Warna Putih (eks Merah hitam), Bahan Bakar Bensin, Isi Silinder 110 CC, Nomor BPKB G No 1096289 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Yamaha,Jupiter Z,2009,110,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1180000,2710099,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2007, Nomor Polisi EB 350 Y, Nomor Rangka MH1KC11107K113761, Nomor Mesin KC11E1116298, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB E No 7722564 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2007,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1196000,2419898,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2008, Nomor Polisi EB 702 Y, Nomor Rangka MH1KC11198K152401, Nomor Mesin KC11E1154296, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB E No 9205998 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2008,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1309000,3101010,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2007, Nomor Polisi EB 2064 WT, Nomor Rangka MH1KC111X7K111368, Nomor Mesin KC11E1113867, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB E No 7722622 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2007,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1309000,3199999,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2007, Nomor Polisi EB 355 Y, Nomor Rangka MH1KC11147K113780, Nomor Mesin KC11E1116291, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB E No 7722570 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2007,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1518000,2408989,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2008, Nomor Polisi EB 4099 WT, Nomor Rangka MH1KC111X8K139544, Nomor Mesin KC11E1142060, Warna Merah, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB E No 9205739 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2008,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1341000,2599999,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Supra X 125 R (NF125TR), Tahun Pembuatan 2009, Nomor Polisi EB 684 Y, Nomor Rangka MH1JB91189K912428, Nomor Mesin JB91E1909447, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 125 CC, Nomor BPKB G No 1096004 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,Supra X,2009,125,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1814000,3085000,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Supra X-Helm-in (NF12A1CF M/T), Tahun Pembuatan 2012, Nomor Polisi EB 618 WH, Nomor Rangka MH1JBG119CK061283, Nomor Mesin JBG1E1059354, Warna Merah Hitam, Bahan Bakar Bensin, Isi Silinder 125 CC, Nomor BPKB J-01254116 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,Supra X,2012,125,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,891000,1808989,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2007, Nomor Polisi EB 449 BD, Nomor Rangka MH1KC11167K113814, Nomor Mesin KC11E1116210, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB E No 7722619 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2007,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1064000,1689999,"1 (satu) unit Sepeda Motor, Merk Yamaha, Tipe Scorpio (5BP - Z), Tahun Pembuatan 2009, Nomor Polisi EB 599 BD, Nomor Rangka MH35BP0089K151620, Nomor Mesin 5BP-151810, Warna Putih (eks Hitam), Bahan Bakar Bensin, Isi Silinder 223 CC, Nomor BPKB G No 1096474 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Yamaha,Scorpio,2009,223,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1612000,2893828,"1 (satu) unit Sepeda Motor, Merk Yamaha, Tipe Scorpio (5BP - Z), Tahun Pembuatan 2009, Nomor Polisi EB 586 BD, Nomor Rangka MH35BP0089K153022, Nomor Mesin 5BP153135, Warna Putih (eks Hitam), Bahan Bakar Bensin, Isi Silinder 223 CC, Nomor BPKB G No 1096299 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Yamaha,Scorpio,2009,223,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1191000,2099999,"1 (satu) unit Sepeda Motor, Merk Yamaha, Tipe Scorpio (5BP - Z), Tahun Pembuatan 2009, Nomor Polisi EB 377 WH , Nomor Rangka MH35BP0089K151238, Nomor Mesin 5BP-151360, Warna Putih (eks Merah Marun), Bahan Bakar Bensin, Isi Silinder 223 CC, Nomor BPKB G No 1096472 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Yamaha,Scorpio,2009,223,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1191000,2191000,"1 (satu) unit Sepeda Motor, Merk Yamaha, Tipe Scorpio (5BP - Z), Tahun Pembuatan 2009, Nomor Polisi EB 572 BD, Nomor Rangka MH35BP0089K152604, Nomor Mesin 5BP-152776, Warna Putih (eks Hitam), Bahan Bakar Bensin, Isi Silinder 223 CC, Nomor BPKB G No 1096285 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Yamaha,Scorpio,2009,223,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1245000,2345899,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2008, Nomor Polisi EB 545 AD, Nomor Rangka MH1KC11148K148580, Nomor Mesin KC11E-1150636, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB E No 9205743 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2008,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,724000,1800100,"1 (satu) unit Sepeda Motor, Merk Yamaha, Tipe Scorpio (5BP - Z), Tahun Pembuatan 2009, Nomor Polisi EB 598 BD, Nomor Rangka MH35BP0089K152636, Nomor Mesin 5BP-152800, Warna Putih (eks Hitam), Bahan Bakar Bensin, Isi Silinder 223 CC, Nomor BPKB G No 1096473 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Yamaha,Scorpio,2009,223,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1692000,5333333,"1 (satu) unit Sepeda Motor, Merk Yamaha, Tipe Scorpio (5BP - Z), Tahun Pembuatan 2009, Nomor Polisi EB 378 WH, Nomor Rangka MH35BP0089K151960, Nomor Mesin 5BP-152021, Warna Putih (eks Merah Marun), Bahan Bakar Bensin, Isi Silinder 223 CC, Nomor BPKB G No 1096300 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Yamaha,Scorpio,2009,223,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1089000,1222229,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Revo Fit (NF11B2D1 M/T), Tahun Pembuatan 2011, Nomor Polisi EB 238 Y, Nomor Rangka MH1JBE118BK249411, Nomor Mesin JBE1E1251709, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 110 CC, Nomor BPKB H-06444375 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,Revo,2011,110,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1694000,3259999,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2010, Nomor Polisi EB 385 WH, Nomor Rangka MH1KC1215AK251477, Nomor Mesin KC12E1249394, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB H-02529804 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2010,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1670000,2199999,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2008, Nomor Polisi EB 765 WH, Nomor Rangka MH1KC11128K152403, Nomor Mesin KC11E-1154247, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB E No 9205993 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2008,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1911000,2708989,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2008, Nomor Polisi EB 764 WH, Nomor Rangka MH1KC11118K147953, Nomor Mesin KC11E-1149747, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB E No 9205751 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2008,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1791000,2708989,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2007, Nomor Polisi EB 749 WH, Nomor Rangka MH1KC11197K111362, Nomor Mesin KC11E-1113860, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB E No 7722560 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2007,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,2754000,5115999,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Supra X (NF125TD), Tahun Pembuatan 2009, Nomor Polisi EB 2092 WT, Nomor Rangka MH1JB81169K489407, Nomor Mesin JB81E-1484623, Warna Merah Hitam, Bahan Bakar Bensin, Isi Silinder 125 CC, Nomor BPKB G No 1096264 dalam kondisi rusak berat (BPKB ada, STNK tidak ada)",Honda,Supra X,2009,125,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,980000,2309000,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2008, Nomor Polisi EB 373 WH, Nomor Rangka MH1KC11138K148117, Nomor Mesin KC11E-1150176, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB E No 9205745 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2008,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1985000,2234569,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Supra X (NF125TD), Tahun Pembuatan 2010, Nomor Polisi EB 507 WH, Nomor Rangka MH1JB9121AK216507, Nomor Mesin JB91E-2210210, Warna Putih Merah, Bahan Bakar Bensin, Isi Silinder 125 CC, Nomor BPKB G No 1883449 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,Supra X,2010,125,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1282000,2101010,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Supra X 125 R (NF125TR), Tahun Pembuatan 2008, Nomor Polisi EB 380 Y, Nomor Rangka MH1JB91118K196454, Nomor Mesin JB91E-1194736, Warna Hitam Merah, Bahan Bakar Bensin, Isi Silinder 125 CC, Nomor BPKB E No 9205730 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,Supra X,2008,125,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1405000,3008989,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Megapro (GL 160 D), Tahun Pembuatan 2008, Nomor Polisi EB 771 WH, Nomor Rangka MH1KC11168K145972, Nomor Mesin KC11E-1148425, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, Nomor BPKB E No 9205728 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Honda,GL 160,2008,160,BPKB dan STNK
Pemkab Nagekeo,Nagekeo,2023,1333000,1500000,"1 (satu) unit Sepeda Motor, Merk Suzuki, Tipe Shogun 125 (FL 125 SD), Tahun Pembuatan 2010, Nomor Polisi EB 265 Y, Nomor Rangka MH8BF45CAAJ173396, Nomor Mesin F496ID374344, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 125 CC, Nomor BPKB I-01449205 dalam kondisi rusak berat (BPKB ada, STNK tidak ada).",Suzuki,Shogun,2010,125,BPKB dan STNK
